TIC,waiting_time_type,t_prev_btjd,t_curr_btjd,exposure_days,z_global
77996314,initial,1468.2713678642176,1475.791783741609,7.520415877391315,1.1251935405390459
78009666,initial,2988.435048438143,2992.8927228305274,4.457674392384433,0.6669506731956351
78009666,interevent,2992.8927228305274,2996.302505710272,3.199134731423783,0.47864982386596444
78109730,initial,1437.97971276287,1438.630488373139,0.6507756102691928,0.09736808774320789
78109730,interevent,1438.630488373139,1443.6805888181768,5.050100445037742,0.7555885861196443
78109730,interevent,1443.6805888181768,1443.959759884572,0.2791710663950653,0.04176916353222837
78109730,interevent,1443.959759884572,1444.7375492990336,0.7777894144617221,0.11637170594288378
78109730,interevent,1444.7375492990336,1445.2445008328991,0.5069515338655037,0.07584934138904206
78109730,interevent,1445.2445008328991,1445.918120750949,0.6736199180497806,0.10078601940707746
78109730,interevent,1445.918120750949,1449.4403766196183,3.52225586866939,0.5269947322284664
78109730,interevent,1449.4403766196183,1453.723748233923,2.908371613839108,0.43514627471825984
78109730,interevent,1453.723748233923,1453.9098609763128,0.186112742389696,0.027845914237064055
78109730,interevent,1453.9098609763128,1454.189029980349,0.2791690040362482,0.041768854965141516
78109730,interevent,1454.189029980349,1460.1112727604043,5.922242780055285,0.8860772369856896
78109730,interevent,1460.1112727604043,1461.3237700871937,1.2124973267893893,0.18141206314477495
78109730,interevent,1461.3237700871937,1471.0848293799977,5.761059291407037,0.8619612009545189
78109730,interevent,1471.0848293799977,1471.3862151204353,0.3013857404375812,0.04509289032411556
78109730,interevent,1471.3862151204353,1471.5376023753224,0.1513872548871404,0.02265033797280318
78109730,interevent,1471.5376023753224,1473.688964184259,2.151361808936599,0.3218835833341641
78109730,interevent,1473.688964184259,1479.5069247633091,4.734627245561796,0.7083879509352704
78109730,interevent,1479.5069247633091,1481.2346745876562,1.727749824347029,0.25850338248808413
78109730,interevent,1481.2346745876562,1481.7693871598017,0.5347125721455086,0.08000290702431834
78109730,interevent,1481.7693871598017,1484.5346081477803,2.765220987978637,0.4137282890418884
78109730,interevent,1484.5346081477803,1484.895711014937,0.36110286715666,0.0540276788171114
78109730,interevent,1484.895711014937,1487.80119312944,2.905482114503002,0.4347139520859234
78109730,interevent,2174.895549321568,2178.016429245485,3.120879923917073,0.4669414548929949
78109730,interevent,2178.016429245485,2178.7733826069634,0.7569533614782813,0.113254246402145
78109730,interevent,2178.7733826069634,2182.187301159109,3.4139185521457875,0.5107854625897803
78109730,interevent,2182.187301159109,2182.344246553711,0.1569453946017347,0.02348193864572294
78109730,interevent,2182.344246553711,2182.3498021421915,0.0055555884805471,0.0008312189610414361
78109730,interevent,2182.3498021421915,2187.8914919123904,4.534745325237054,0.6784819125875673
78109730,interevent,2187.8914919123904,2189.052609975418,1.1611180630275155,0.17372477341970646
78109730,interevent,2189.052609975418,2190.7137260664103,1.6611160909924363,0.24853374150346927
78109730,interevent,2190.7137260664103,2191.3845600133936,0.6708339469832936,0.10036918652186907
78109730,interevent,2191.3845600133936,2191.5956711640124,0.2111111506187626,0.03158613923548009
78109730,interevent,2191.5956711640124,2191.65261560694,0.0569444429274881,0.008519943630275644
78109730,interevent,2191.65261560694,2191.666504494556,0.0138888876163036,0.0020780348967294735
78109730,interevent,2191.666504494556,2193.997055614396,2.3305511198395834,0.34869362395543085
78109730,interevent,2193.997055614396,2195.022051078556,1.0249954641603836,0.1533583107846887
78109730,interevent,2195.022051078556,2195.060939764855,0.0388886862988329,0.005818467932743451
78109730,interevent,2195.060939764855,2198.503968368129,3.443028603273888,0.5151408655393127
78112243,initial,2174.222455819603,2177.9166848089176,3.694228989314525,0.5527250970980446
78112243,interevent,2177.9166848089176,2177.922240445128,0.0055556362103743,0.000831226102307841
78112243,interevent,2177.922240445128,2191.5140031137944,12.584818223704588,1.8829219560504438
78112243,interevent,2191.5140031137944,2193.9570563446177,2.4430532308233524,0.365526024003479
78112243,interevent,2193.9570563446177,2196.1112130004826,2.154156655864881,0.3223017442127336
78287341,initial,2988.435048438143,2990.769105519781,2.334057081638093,0.34921818079289496
78287341,interevent,2990.769105519781,3016.608200823576,24.996502710512686,3.7399398975382128
78287341,interevent,3016.608200823576,3038.1953499123465,20.955204643808884,3.1352868365660846
78287341,interevent,3038.1953499123465,3038.3384014829644,0.1430515706178994,0.021403165176958228
78346654,initial,2988.435048438143,3005.2484302796406,16.3920855448564,2.452559681770397
78346654,interevent,3005.2484302796406,3038.107837763097,31.80616674185376,4.7587917943250595
78774802,initial,2988.435048438143,2993.199661896695,4.7646134585520485,0.712874443931395
78774802,interevent,2993.199661896695,3017.0179022791144,22.97564778913693,3.437582562389442
78774802,interevent,3017.0179022791144,3037.6189880103566,19.96914128628077,2.9877534902004386
78774802,interevent,3037.6189880103566,3037.6259322779424,0.0069442675858226,0.0010389910822395454
78774802,interevent,3037.6259322779424,3038.9717300592465,1.3457977813040998,0.20135628070085235
78778919,initial,2988.435048438143,3006.1026575703872,17.24631283560302,2.5803679101145027
78778919,interevent,3006.1026575703872,3006.6748839358747,0.5722263654874951,0.08561566549907462
78778919,interevent,3006.6748839358747,3019.09709951318,12.00091928066422,1.7955598567000954
79358659,initial,1624.958798439242,1628.855228331181,3.8964298919390794,0.5829780981599
79358659,interevent,1628.855228331181,1630.6010929391025,1.745864607921476,0.2612136897102561
79358659,interevent,1630.6010929391025,1635.1567151334234,4.555622194320904,0.6816054789730975
79358659,interevent,1635.1567151334234,1635.2094935416137,0.0527784081903064,0.007896627652494352
79358659,interevent,1635.2094935416137,1635.8858902076418,0.6763966660280403,0.10120147234741755
79358659,interevent,1635.8858902076418,1637.481739424948,1.595849217306295,0.23876860804807076
79358659,interevent,1637.481739424948,1638.001188072733,0.5194486477848841,0.07771914115633166
79358659,interevent,1638.001188072733,1643.2539547943877,4.190266722120441,0.6269415316565091
79358659,interevent,1643.2539547943877,1651.528882638877,8.274927844489184,1.2380825091119412
79358659,interevent,1651.528882638877,1651.5705487374107,0.0416660985338239,0.006234020258196765
79358659,interevent,2363.475834971475,2367.84114824528,4.365313273804986,0.6531317387488071
79358659,interevent,2367.84114824528,2369.264766794458,1.4236185491781723,0.21299970930364245
79358659,interevent,2369.264766794458,2369.47865661182,0.2138898173620873,0.03200187925862149
79358659,interevent,2369.47865661182,2369.7244909508154,0.245834338995337,0.03678137150789994
79358659,interevent,2369.7244909508154,2372.142552988762,2.418062037946584,0.3617868785554404
79358659,interevent,2372.142552988762,2374.3689426805413,2.226389691779332,0.3331091445945139
79358659,interevent,2374.3689426805413,2381.716078025845,6.340190901273218,0.9486100189410908
79358659,interevent,2381.716078025845,2383.3938265812903,1.677748555445305,0.25102226632320374
79358659,interevent,2383.3938265812903,2386.793758506992,3.399931925701821,0.5086928041536962
79358659,interevent,2386.793758506992,2386.8062582358725,0.0124997288803569,0.0018701910138971837
80453023,initial,1354.1047474853694,1354.8634403961444,0.7586929107749256,0.11351451520428901
80453023,interevent,1354.8634403961444,1361.8496331176282,6.986192721483803,1.0452638592509909
80453023,interevent,1361.8496331176282,1364.091314671685,2.241681554056868,0.33539709049245603
80453023,interevent,1364.091314671685,1365.7538226404188,1.6625079687337347,0.24874199219987522
80453023,interevent,1365.7538226404188,1368.7982763648506,1.5861319654202362,0.23731472714145035
80453023,interevent,1368.7982763648506,1374.726033696492,5.927757331641487,0.8869023160670764
81314580,initial,2280.902965109796,2282.4751563010004,1.572191191204638,0.23522892904820109
81314580,interevent,2282.4751563010004,2312.345003897811,27.68234759681036,4.141792051225261
81314580,interevent,2312.345003897811,2316.965812376666,4.620808478854997,0.6913585547983329
81314580,interevent,2316.965812376666,2327.643433441153,9.48317662045656,1.4188589103439282
81314580,interevent,2327.643433441153,2331.941947347704,4.298513906551307,0.6431373158643099
81314580,interevent,2331.941947347704,3051.7668286722,11.082149841308365,1.6580949271985514
81314581,initial,2280.902965109796,2305.586669285914,23.746204176118223,3.5528720734202084
81314581,interevent,2305.586669285914,2312.3450040619564,5.508334776042375,0.8241489314124761
81314581,interevent,2312.3450040619564,2316.9658125654914,4.620808503535045,0.6913585584909253
81314581,interevent,2316.9658125654914,2327.6434336809684,9.483176671446472,1.4188589179729638
81314581,interevent,2327.6434336809684,2331.941947606844,4.298513925875795,0.6431373187556114
81314581,interevent,2331.941947606844,3051.7668288847744,11.08214979474269,1.6580949202314639
81829004,initial,2882.323983593378,2886.4767476647976,4.152764071419369,0.6213304403272653
81829004,interevent,2886.4767476647976,2919.1700888351106,31.63547079951149,4.733252518990944
81829004,interevent,2919.1700888351106,2920.9047861607114,1.7346973256007914,0.2595428573869553
81829004,interevent,2920.9047861607114,2927.574098678961,6.458664369929011,0.9663358447238791
81829004,interevent,2927.574098678961,2928.826847794207,1.2527491152459334,0.18743447641351535
81829004,interevent,2928.826847794207,2930.6615237481897,1.624027805662081,0.24298464691033078
82171017,initial,2910.259157210123,2931.150408166028,20.25467688127901,3.0304749051226993
82171017,interevent,2931.150408166028,2935.448892067135,4.298483901107375,0.6431328264940087
83576016,initial,2361.770974363666,2367.2188805695537,5.447906205887648,0.8151076978011117
83757147,initial,2333.854319276754,2345.298141277292,11.443822000538148,1.7122077826566628
83757147,interevent,2345.298141277292,2345.525917473089,0.2277761957971051,0.03407953873534483
83757147,interevent,2345.525917473089,2346.0703575732177,0.5444401001286678,0.08145832542544276
83757147,interevent,2346.0703575732177,2353.5910583027844,6.555422952047593,0.9808127211847738
83969142,initial,2882.323983593378,2884.662231689506,2.3382480961277,0.3498452342044209
84331094,initial,2474.166761370376,2474.496120650392,0.3293592800159786,0.04927825009048853
84331094,interevent,2474.496120650392,2481.470346859536,6.974226209144035,1.0434734473100813
84331094,interevent,2481.470346859536,2484.1025037934314,2.632156933895203,0.393819441369949
84331094,interevent,2484.1025037934314,2508.7083486649035,22.25167820496108,3.32926330013822
84331094,interevent,2508.7083486649035,2519.160208775428,8.972705018024499,1.3424829014835764
84331196,initial,2447.687606282532,2464.0312720336265,15.413110195590434,2.306086832755148
84331196,interevent,2464.0312720336265,2481.19670567679,16.158489199131964,2.4176093407802344
84331196,interevent,2481.19670567679,2506.254047246458,22.703174903157105,3.396815570739656
84331297,initial,2447.687606282532,2466.385660323804,17.7674984857681,2.658346939007093
84331297,interevent,2466.385660323804,2467.01766375515,0.6320034313457654,0.09455942199774241
84331297,interevent,2467.01766375515,2476.010140915355,7.985532716173566,1.1947836365026308
84331297,interevent,2476.010140915355,2506.184596654706,27.820289072840296,4.16243065158085
84331297,interevent,2506.184596654706,2506.4971138572114,0.3125172025052052,0.04675836327394272
84331297,interevent,2506.4971138572114,2520.897761447344,12.91454805313606,1.9322556471983903
84331366,initial,2447.687606282532,2448.781166824135,1.093560541602983,0.16361691662547814
84331366,interevent,2448.781166824135,2456.34023687534,7.559070051204799,1.1309769210593386
84331366,interevent,2456.34023687534,2482.435682974993,24.157946100117897,3.614476293294051
84331366,interevent,2482.435682974993,2505.6942834057545,20.90443376425037,3.127690572388931
84331366,interevent,2505.6942834057545,2506.711006495826,1.0167230900715367,0.15212061036473243
84331366,interevent,2506.711006495826,2521.083873160931,12.88676712810866,1.9280991061372763
84331366,interevent,2521.083873160931,2523.082543356508,1.9986701955767785,0.29903808916894614
84331442,initial,2447.687606282532,2455.148463736165,7.460857453632798,1.1162824969491243
84331442,interevent,2455.148463736165,2468.878940255177,12.799920963508155,1.9151053109772438
84331442,interevent,2468.878940255177,2519.6379926941963,22.24518669944609,3.328292050649771
84331463,initial,2447.687606282532,2450.656352376897,2.968746094364633,0.4441794155190164
84331463,interevent,2450.656352376897,2469.874855272446,18.28794734004532,2.736215729584777
84331463,interevent,2469.874855272446,2474.696115665046,3.814315948568492,0.5706923309662878
84331463,interevent,2474.696115665046,2498.03546681354,22.283795592990828,3.3340686564029847
84331463,interevent,2498.03546681354,2515.5669941526385,14.753761135590594,2.207435998098161
84331621,initial,2474.166761370376,2497.7965569914168,22.5742400655372,3.377524530349654
84331621,interevent,2497.7965569914168,2505.540100176903,6.444932074478402,0.9642812389162069
84331755,initial,2447.687606282532,2450.7452417528257,3.0576354702934623,0.4574789129468581
84331755,interevent,2450.7452417528257,2479.284018386426,26.601276634065016,3.980043806982239
84331755,interevent,2479.284018386426,2484.3622140092784,5.0781956228524905,0.7597921452196785
84331755,interevent,2484.3622140092784,2501.488459280184,14.772078604394665,2.2101766307856865
84331755,interevent,2501.488459280184,2502.5371383964866,1.0486791163025373,0.15690182391497173
84331755,interevent,2502.5371383964866,2514.5183266587,10.502033169713286,1.5712987257278135
84331755,interevent,2514.5183266587,2516.755926307238,2.23759964853798,0.33478636180433236
84332051,initial,2474.166761370376,2483.0273696148497,8.860608244473497,1.3257111474248622
84332051,interevent,2483.0273696148497,2521.357472504768,34.489836686410854,5.160318536434151
84332064,initial,2447.687606282532,2449.7187349886813,2.0311287061490475,0.3038944836858015
84332064,interevent,2449.7187349886813,2450.196560228342,0.4778252396608877,0.0714915081743393
84332064,interevent,2450.196560228342,2452.878767219319,2.682206990976738,0.4013078571503923
84332064,interevent,2452.878767219319,2475.650344821671,20.834077602816706,3.1171639872009664
84332064,interevent,2475.650344821671,2475.690626316752,0.0402814950812171,0.00602685793014455
84332064,interevent,2475.690626316752,2494.5268743848164,17.780692512561018,2.660321009851462
84332363,initial,2500.1875831289217,2501.899572711546,1.7119895826244829,0.2561453583478428
84336253,initial,2447.687606282532,2450.410461211112,2.722854928579636,0.40738954167059477
84336253,interevent,2450.410461211112,2475.4211497576184,23.073188546971323,3.4521764668282233
84336253,interevent,2475.4211497576184,2475.4253168117384,0.0041670541199891,0.000623468496334645
84336253,interevent,2475.4253168117384,2493.110101888064,16.629229520822264,2.4880408139690458
84336253,interevent,2493.110101888064,2493.1156578467617,0.0055559586976414,0.0008312743523774866
84336401,initial,2474.166761370376,2482.423151250812,8.256389880436018,1.2353088862501955
84336401,interevent,2482.423151250812,2504.063608081632,19.286290164308863,2.8855863116668026
84336401,interevent,2504.063608081632,2513.818282241946,8.275519067813548,1.238170967074431
84336401,interevent,2513.818282241946,2513.819671200072,0.0013889581264265,0.00020781386793152108
84336600,initial,2447.687606282532,2452.7634827141933,5.075876431661072,0.7594451512514722
84336600,interevent,2452.7634827141933,2513.9696858413845,31.768726276610323,4.753190007092342
84336649,initial,2500.1875831289217,2513.544666036524,11.87792781510234,1.7771580548785104
84336651,initial,2474.166761370376,2494.6685615179194,19.446244592039875,2.909518457414836
84336819,initial,2447.687606282532,2452.819054533888,5.131448251355778,0.7677597250165301
84336819,interevent,2452.819054533888,2465.3466501485304,11.597040059138635,1.7351320427829529
84336819,interevent,2465.3466501485304,2470.18181863205,4.8351684835197375,0.7234307827882499
84336819,interevent,2470.18181863205,2475.365614746631,4.17685167054924,0.6249343914105432
84336819,interevent,2475.365614746631,2497.911842116786,21.490671814651705,3.2154026455354225
84336819,interevent,2497.911842116786,2519.228249875726,18.53864155543215,2.7737242286362433
84336821,initial,2447.687606282532,2452.8190543811656,5.131448098633427,0.7677597021664371
84336821,interevent,2452.8190543811656,2465.348039024548,11.598429087878683,1.7353398672159905
84336821,interevent,2465.348039024548,2470.181818492352,4.833779467803652,0.7232229603038384
84336821,interevent,2470.181818492352,2475.365614612753,4.176851676369552,0.6249343922813696
84336821,interevent,2475.365614612753,2497.9118420222567,21.49067185400054,3.215402651422737
84336821,interevent,2497.9118420222567,2519.2282498319537,18.53864160618923,2.773724236230443
84336821,interevent,2519.2282498319537,2519.4796477421,0.2444534656501673,0.036574767273025305
84336854,initial,2500.1875831289217,2509.412533730901,9.224950601979344,1.3802235140138963
84336870,initial,2447.687606282532,2451.0744494339,3.3868431513678843,0.5067344810271264
84336870,interevent,2451.0744494339,2462.444990037306,10.439985047902155,1.562015177184394
84336870,interevent,2462.444990037306,2468.634465911757,6.189475874451091,0.9260602587406946
84336870,interevent,2468.634465911757,2477.4352564718533,7.793846116064742,1.1661037698879726
84336870,interevent,2477.4352564718533,2480.389678851662,2.954422379808875,0.4420363224564218
84336870,interevent,2480.389678851662,2483.459375448995,3.0696965973329498,0.4592834809997036
84336870,interevent,2483.459375448995,2484.071924136383,0.6125486873879709,0.09164863187774909
84336870,interevent,2484.071924136383,2493.8865783968213,8.759098704934786,1.3105234397163799
84336870,interevent,2493.8865783968213,2495.5214141830693,1.6348357862480043,0.24460172103758915
84336870,interevent,2495.5214141830693,2506.563775510045,9.743750215968248,1.4578455476901717
84336941,initial,2447.687606282532,2448.5922553710866,0.904649088554379,0.13535226342416237
84336941,interevent,2448.5922553710866,2478.8367673093217,28.307011938699816,4.235253409474361
84336941,interevent,2478.8367673093217,2504.873402149001,23.682468173168218,3.5433359865882657
84336941,interevent,2504.873402149001,2522.485304698949,16.12580301295202,2.4127188817744902
84337145,initial,2474.166761370376,2477.70889830582,3.5421369354439776,0.5299693081400251
85590904,initial,2882.323983593378,2887.8670132546977,5.543029661319451,0.8293399290168602
85590904,interevent,2887.8670132546977,2897.2587844953523,8.970474944479065,1.342149241166227
85590904,interevent,2897.2587844953523,2897.289340286673,0.0305557913206939,0.004571712466522526
85590904,interevent,2897.289340286673,2899.521297248965,2.2319569622918607,0.3339421114039643
85590904,interevent,2899.521297248965,2900.214354407696,0.6930571587313352,0.10369419071267479
85590904,interevent,2900.214354407696,2907.626803495576,7.201800939559234,1.0775228430918902
86912433,initial,1816.0837173955515,1822.269740939309,6.186023543757528,0.925543726110115
86912433,interevent,1822.269740939309,1823.985003199385,1.7152622600758605,0.2566350115250864
90505658,initial,1683.3546086065471,1685.4717071172618,2.1170985107146407,0.31675715914892555
90505658,interevent,1685.4717071172618,1702.3590352521774,15.90816146840416,2.380155674623353
90571283,initial,2447.687606282532,2465.7122191747844,17.094057336748392,2.557587666758838
90645203,initial,2882.323983593378,2885.148827562083,2.824843968704954,0.42264899155019264
90694662,initial,2882.323983593378,2882.725102091562,0.4011184981836777,0.060014758559277535
90694662,interevent,2882.725102091562,2885.347422200639,2.622320109077009,0.3923476701374403
90694662,interevent,2885.347422200639,2904.9449692396247,18.96560259448961,2.837605510076219
92002749,initial,3014.3632776099257,3018.251263494929,3.887985885003218,0.5817147182863133
92002749,interevent,3018.251263494929,3032.234909645819,13.562349854249078,2.0291787979982323
92002749,interevent,3032.234909645819,3049.6058255875614,16.738971496780778,2.5044602466822994
92002749,interevent,3049.6058255875614,3058.6307333368454,8.811944786596996,1.318430192574008
92002749,interevent,3058.6307333368454,3066.119477602476,7.27809611730936,1.0889380151486379
92841571,initial,1543.2296664975584,1565.1271882727544,20.710021775196083,3.0986029370967305
92841571,interevent,2285.5895204306794,2974.016716623806,30.471478615061187,4.559097723759629
92841571,interevent,2974.016716623806,3012.0197746335257,36.73916911979586,5.496860340216379
92845906,initial,1437.97971276287,1439.8522948197735,1.8725820569036389,0.2801729676801035
92845906,interevent,1439.8522948197735,1440.507872601396,0.655577781622469,0.09808658154399784
92845906,interevent,1440.507872601396,1442.428765833532,1.9208932321359955,0.28740121452090905
92845906,interevent,1442.428765833532,1442.6718284406518,0.2430626071197821,0.036366669069454155
92845906,interevent,1442.6718284406518,1445.0718919610863,2.4000635204345144,0.3590939668901769
92845906,interevent,1445.0718919610863,1446.616371413469,1.5444794523828025,0.2310827395252022
92845906,interevent,1446.616371413469,1447.406665268952,0.7902938554830143,0.1182426019803633
92845906,interevent,1447.406665268952,1447.56500166898,0.1583364000277924,0.02369005882760812
92845906,interevent,1447.56500166898,1447.7122266956264,0.147225026646538,0.022027591517430348
92845906,interevent,1447.7122266956264,1448.9580818781426,1.245855182516152,0.18640301635825687
92845906,interevent,1448.9580818781426,1449.4303114794575,0.4722296013148934,0.0706542970114522
92845906,interevent,1449.4303114794575,1449.435867118884,0.0055556394265749,0.000831226583511035
92845906,interevent,1449.435867118884,1452.1664708356668,1.355603716317091,0.20282343024622973
92845906,interevent,1452.1664708356668,1452.4692548367702,0.3027840011034186,0.04530209602428434
92845906,interevent,1452.4692548367702,1452.705370647937,0.2361158111666554,0.035327299696624695
92845906,interevent,1452.705370647937,1453.0498217049417,0.3444510570047896,0.05153625952240261
92845906,interevent,1453.0498217049417,1454.1165070675393,1.0666853625975818,0.15959589194935378
92845906,interevent,1454.1165070675393,1456.4470948819903,2.3305878144510643,0.3486991141491228
92845906,interevent,1456.4470948819903,1459.0610069579454,2.6139120759551133,0.3910896726128836
92845906,interevent,1459.0610069579454,1459.9124004693997,0.8513935114542619,0.1273842424625986
92845906,interevent,1459.9124004693997,1460.1790682805747,0.2666678111750116,0.03989844491258261
92845906,interevent,1460.1790682805747,1462.6360160628635,2.4569477822888075,0.36760490631697157
92845906,interevent,1462.6360160628635,1470.091563859774,3.4555477955134397,0.517013968632329
92845906,interevent,1470.091563859774,1470.8318362206753,0.7402723609013719,0.11075845967906058
92845906,interevent,1470.8318362206753,1473.298476985238,2.466640764562726,0.36905515603999034
92845906,interevent,1473.298476985238,1478.5122800218653,4.130469703138942,0.6179947898009494
92845906,interevent,1478.5122800218653,1479.5330991545163,1.0208191326510132,0.15273345421902715
92845906,interevent,1479.5330991545163,1480.2969756635457,0.7638765090293873,0.1142900775359154
92845906,interevent,1480.2969756635457,1480.315030909617,0.0180552460712988,0.0027013993086929516
92845906,interevent,1480.315030909617,1482.1302739119517,1.8152430023346824,0.271593982837581
92845906,interevent,1482.1302739119517,1483.6594060715863,1.529132159634628,0.22878650020193247
92845906,interevent,1483.6594060715863,1483.7219045646857,0.0624984930993832,0.009350932431843614
92845906,interevent,1483.7219045646857,1486.1329518616153,2.4110472969296097,0.36073734334229046
92845906,interevent,1486.1329518616153,1486.8537639499382,0.720812088322873,0.10784684237498515
92845906,interevent,2175.8951838307426,2176.6063134408764,0.7111296101338667,0.10639816425767082
92845906,interevent,2176.6063134408764,2179.011923997857,2.4056105569807187,0.3599239063234052
92845906,interevent,2179.011923997857,2180.9091818143456,1.8972578164884908,0.283864918463868
92845906,interevent,2180.9091818143456,2183.555053407242,2.645871592896583,0.39587140843807894
92845906,interevent,2183.555053407242,2184.313395164571,0.7583417573287079,0.11346197614317005
92845906,interevent,2184.313395164571,2187.9551022836786,2.6347626741458043,0.39420930838609547
92845906,interevent,2187.9551022836786,2188.638444891532,0.6833426078533194,0.10224071392689721
92845906,interevent,2188.638444891532,2190.569020003217,1.9305751116849024,0.28884980307057395
92845906,interevent,2190.569020003217,2193.064866534265,2.4958465310483007,0.3734248797802497
92845906,interevent,2193.064866534265,2195.0495905064,1.984723972134816,0.2969514757704789
92845906,interevent,2195.0495905064,2195.180145912293,0.1305554058931193,0.019533507426765854
92845906,interevent,2195.180145912293,2196.000977551501,0.8208316392078814,0.12281162017693648
93125144,initial,1468.2713678642176,1470.3498816388565,2.07851377463885,0.3109841678006142
93125144,interevent,1470.3498816388565,1472.3595932852547,2.009711646398273,0.3006900947687794
93125144,interevent,1472.3595932852547,1473.020699154734,0.6611058694793428,0.09891368590225368
93125144,interevent,1473.020699154734,1475.3484511772788,2.3277520225447006,0.3482748271432744
93125144,interevent,1475.3484511772788,1476.5623217217285,1.213870544449719,0.18161752194736622
93125144,interevent,1476.5623217217285,1482.7802926161391,5.134637560922329,0.7682369048137074
93125144,interevent,1482.7802926161391,1482.9414007124128,0.161108096273665,0.02410475593519335
93125144,interevent,1482.9414007124128,1484.2497076938207,1.3083069814078954,0.19574696247156792
93125144,interevent,2176.250647680442,2176.6687153378894,0.4180676574474091,0.0625506667898917
93125144,interevent,2176.6687153378894,2183.4188644756064,6.750149137717017,1.009947366111491
93125144,interevent,2183.4188644756064,2184.677215928264,1.2583514526577346,0.1882726898807559
93125144,interevent,2184.677215928264,2194.588443721142,8.904283347916135,1.332245752036792
93125144,interevent,2194.588443721142,2202.7287069988024,6.640263277194663,0.9935064056018422
93125144,interevent,2202.7287069988024,2203.5870376399903,0.8583306411878766,0.12842216558991007
93125144,interevent,2203.5870376399903,2205.509247416556,1.9222097765655235,0.2875981939582286
93125144,interevent,2205.509247416556,2207.7578342350903,2.248586818534477,0.3364302459871245
93125144,interevent,2207.7578342350903,2208.325882100303,0.5680478652125203,0.08499048444589952
93125144,interevent,2208.325882100303,2210.8175077449846,2.4916256446817897,0.37279335698252447
93125144,interevent,2210.8175077449846,2216.2104516866257,3.823499496679233,0.5720663599005786
93125144,interevent,2216.2104516866257,2216.772940812246,0.5624891256202318,0.08415879402016321
93125144,interevent,2216.772940812246,2217.3270959223355,0.5541551100895958,0.08291187089852908
93125144,interevent,2217.3270959223355,2218.700675259246,1.3735793369105522,0.2055129161082748
93125144,interevent,2218.700675259246,2225.3601913741704,6.659516114924372,0.996386986809544
93125144,interevent,2225.3601913741704,2225.954613405081,0.594422030910664,0.08893654824934863
93126844,initial,1468.2713678642176,1469.0234873023596,0.7521194381420173,0.11253100191645415
93126844,interevent,1469.0234873023596,1469.894319702209,0.8708323998494052,0.1302926602966748
93126844,interevent,1469.894319702209,1473.3234679634188,3.4291482612097752,0.5130641092155082
93126844,interevent,1473.3234679634188,1475.2317805914404,1.9083126280215763,0.2855189230736795
93126844,interevent,1475.2317805914404,1475.48316614418,0.2513855527395208,0.03761193592733386
93126844,interevent,1475.48316614418,1482.1941893438852,5.627689866216997,0.8420066641076427
93126844,interevent,1482.1941893438852,1483.9761004256231,1.781911081737917,0.26660691000002795
93126844,interevent,1483.9761004256231,1485.8496698362396,1.8735694106164829,0.2803206940875299
93126844,interevent,1485.8496698362396,1486.09410834007,0.2444385038304517,0.03657252870760909
93126844,interevent,1486.09410834007,1487.7301766141788,1.6360682741087658,0.24478612405496625
93126844,interevent,2174.465852855459,2174.4825200853984,0.0166672299392303,0.002493726380569032
93126844,interevent,2174.4825200853984,2182.050771431345,7.568251345946464,1.132350612847869
93126844,interevent,2182.050771431345,2182.718839042131,0.6680676107862382,0.09995529137688865
93126844,interevent,2182.718839042131,2189.3064408403184,5.580657353225433,0.8349697288269061
93126844,interevent,2189.3064408403184,2189.3161632067745,0.009722366456117,0.0014546461410550418
93126844,interevent,2189.3161632067745,2189.668946061124,0.352782854349698,0.052782850762357184
93126844,interevent,2189.668946061124,2194.474544607038,4.805598545913654,0.7190065723016286
93126844,interevent,2194.474544607038,2195.324547518399,0.8500029113611163,0.1271761829260264
93126844,interevent,2195.324547518399,2195.628714891096,0.3041673726970657,0.04550907404341442
93126844,interevent,2195.628714891096,2196.5412159344355,0.9125010433394892,0.13652706132747663
93126844,interevent,2196.5412159344355,2197.035660262411,0.4944443279755433,0.07397803167598706
93126844,interevent,2197.035660262411,2197.560659601999,0.5249993395877937,0.07854962748368134
93126844,interevent,2197.560659601999,2198.446768308299,0.8861087063000923,0.13257827875472883
93126844,interevent,2198.446768308299,2198.484268170124,0.0374998618249264,0.005610674061705005
93126844,interevent,2198.484268170124,2199.0787100118064,0.5944418416825101,0.08893951230783657
93126844,interevent,2199.0787100118064,2199.664817805338,0.5861077935314825,0.08769258430558752
93126844,interevent,2199.664817805338,2203.738419640251,2.573601834447345,0.38505851368476285
93126844,interevent,2203.738419640251,2206.081459147947,2.343039507696176,0.35056211814206595
93126844,interevent,2206.081459147947,2215.8549012505737,8.203997657664786,1.2274700390909714
93126844,interevent,2215.8549012505737,2216.585443580998,0.730542330424214,0.10930266685847206
93126844,interevent,2216.585443580998,2217.210431057269,0.6249874762711443,0.09350970513907657
93126844,interevent,2217.210431057269,2217.924304451388,0.7138733941187638,0.10680868517390393
93126844,interevent,2217.924304451388,2218.0687456177866,0.1444411663987921,0.02161107444981125
93126844,interevent,2218.0687456177866,2218.335406112676,0.2666604948894928,0.03989735026072549
93126844,interevent,2218.335406112676,2219.077054821389,0.7416487087130008,0.11096438681027623
93126844,interevent,2219.077054821389,2220.114527845084,1.037473023694929,0.15522518485373712
93126844,interevent,2220.114527845084,2224.79354793448,4.67902008939609,0.7000680901794977
