TIC,waiting_time_type,t_prev_btjd,t_curr_btjd,z_hawkes
359766954,interevent,2347.725901576746,2347.796735097243,0.010713541559162815
359766954,interevent,2347.796735097243,2347.857846367705,0.012316833947244244
359766954,interevent,2347.857846367705,2350.4036842691494,0.6005017371606056
359766954,interevent,2350.4036842691494,2351.8300736617884,0.37251326980337524
359766954,interevent,2351.8300736617884,2351.8592403224843,0.008798815249127638
359766954,interevent,2351.8592403224843,2354.543959135533,0.872949006191185
359766954,interevent,2354.543959135533,2356.4383977539605,0.6277979082120142
359766954,interevent,2356.4383977539605,2357.546726361601,0.389711559774938
359766954,interevent,2357.546726361601,2357.557837420278,0.004338736717147617
359766954,interevent,2357.557837420278,2360.2175442522007,1.0784227816042775
359766954,interevent,2360.2175442522007,2362.3453048656165,0.3547652176384323
359766954,interevent,2362.3453048656165,2366.093877329204,1.4032582766413473
359766954,interevent,2366.093877329204,2369.8591057863227,1.2887882087949156
359766954,interevent,2369.8591057863227,2377.336753269626,1.8941204226263135
359766954,interevent,2377.336753269626,2379.607538353316,0.6045001433327419
359766954,interevent,2379.607538353316,2379.635315519374,0.008348341482238609
359766954,interevent,2379.635315519374,2382.067204389999,0.7940838237459842
359766954,interevent,2382.067204389999,2386.5629245620908,1.3969043656785345
359766954,interevent,2386.5629245620908,3045.0889397285887,1.2598267327145445
359766954,interevent,3045.0889397285887,3069.3046931699105,2.4183434579677594
359766954,interevent,3069.3046931699105,3074.831127005933,0.7174918547102486
359766954,interevent,3074.831127005933,3074.842238171493,0.0018993191582468098
359766954,interevent,3074.842238171493,3079.5228081060354,0.8855711554996051
359766954,interevent,3079.5228081060354,3080.624198489482,0.24530968631444405
359766954,interevent,3080.624198489482,3081.9880890635254,0.3514435165287346
359766954,interevent,3081.9880890635254,3082.4228119705595,0.1283901325385558
359766954,interevent,3082.4228119705595,3088.0894682426056,1.5834898633632488
359766954,interevent,3088.0894682426056,3088.8380747362976,0.2185987932513704
359766954,interevent,3088.8380747362976,3093.129705924608,1.2119256430660785
359766954,interevent,3093.129705924608,3095.6838464085345,0.744069262311523
359767082,initial,1596.7713100183755,1602.0121737562606,0.43473354176092943
359767082,interevent,1602.0121737562606,1603.214971171859,0.1579978308272727
359767082,interevent,1603.214971171859,1603.5219204523194,0.05483875869763682
359767082,interevent,1603.5219204523194,1604.5108244000696,0.22017535161040297
359767082,interevent,1604.5108244000696,1606.2997383116142,0.4566762024491605
359767082,interevent,1606.2997383116142,1608.812267277622,0.6885722877290321
359767082,interevent,1608.812267277622,1616.7831492637215,1.6640502659030716
359767082,interevent,1616.7831492637215,1619.7942714123876,0.7004483022345973
359767082,interevent,1619.7942714123876,1621.9789962004122,0.5480943165683311
359767082,interevent,1621.9789962004122,1623.6581601518726,0.460387256108457
359767082,interevent,1623.6581601518726,1630.3997894462982,1.4297232320790116
359767082,interevent,1630.3997894462982,1634.8386428865883,1.0563084279236175
359767082,interevent,1634.8386428865883,1643.3704583397794,1.5988249777577874
359767082,interevent,1643.3704583397794,1645.100984187292,0.3720215232445356
359767082,interevent,1645.100984187292,1646.810675147331,0.4195441497293747
359767082,interevent,1646.810675147331,1648.0703729556126,0.34689798753507556
359767082,interevent,1648.0703729556126,1648.1217608221718,0.016244467758445666
