TIC,Sector,Orbit,Start_BTJD,End_BTJD
14156573,44,96,2519.4236826677807,2524.4375715572387
14157808,42,91,2447.687606282532,2460.3056502612308
14157808,42,92,2461.2362058167346,2473.159816926345
14157808,43,93,2474.166761370376,2486.1250831289217
14157808,43,94,2487.180638684425,2498.888972017914
14157808,44,95,2500.1875831289217,2511.7223053518683
14157808,44,96,2513.2014604443684,2519.4167382232845
14157808,44,96,2519.4236826677807,2524.4375715572387
14158303,42,91,2447.687606282532,2460.3056502612308
14158303,42,92,2461.2362058167346,2473.159816926345
14158303,43,93,2474.166761370376,2486.1250831289217
14158303,43,94,2487.180638684425,2498.888972017914
14158303,44,95,2500.1875831289217,2511.7223053518683
14158303,44,96,2513.2014604443684,2519.4167382232845
14158303,44,96,2519.4236826677807,2524.4375715572387
14158619,42,91,2447.687606282532,2460.3056502612308
14158619,42,92,2461.2362058167346,2473.159816926345
14177685,43,93,2474.166761370376,2486.1250831289217
14177685,43,94,2487.180638684425,2498.888972017914
14179884,43,93,2474.166761370376,2486.1250831289217
14179884,43,94,2487.180638684425,2498.888972017914
14225672,44,95,2500.1875831289217,2511.7223053518683
14225672,44,96,2513.2014604443684,2519.4167382232845
14225672,44,96,2519.4236826677807,2524.4375715572387
14226320,42,91,2447.687606282532,2460.3056502612308
14226320,42,92,2461.2362058167346,2473.159816926345
14226320,43,93,2474.166761370376,2486.1250831289217
14226320,43,94,2487.180638684425,2498.888972017914
14226320,44,95,2500.1875831289217,2511.7223053518683
14226320,44,96,2513.2014604443684,2519.4167382232845
14226320,44,96,2519.4236826677807,2524.4375715572387
14226607,44,95,2500.1875831289217,2511.7223053518683
14226607,44,96,2513.2014604443684,2519.4167382232845
14226607,44,96,2519.4236826677807,2524.4375715572387
14226920,42,91,2447.687606282532,2460.3056502612308
14226920,42,92,2461.2362058167346,2473.159816926345
14226920,43,93,2474.166761370376,2486.1250831289217
14226920,43,94,2487.180638684425,2498.888972017914
14251565,42,91,2447.687606282532,2460.3056502612308
14251565,42,92,2461.2362058167346,2473.159816926345
14252394,43,93,2474.166761370376,2486.1250831289217
14252394,43,94,2487.180638684425,2498.888972017914
14252394,44,95,2500.1875831289217,2511.7223053518683
14252394,44,96,2513.2014604443684,2519.4167382232845
14252394,44,96,2519.4236826677807,2524.4375715572387
14252825,43,93,2474.166761370376,2486.1250831289217
14252825,43,94,2487.180638684425,2498.888972017914
14254194,44,95,2500.1875831289217,2511.7223053518683
14254194,44,96,2513.2014604443684,2519.4167382232845
14254194,44,96,2519.4236826677807,2524.4375715572387
14255769,43,93,2474.166761370376,2486.1250831289217
14255769,43,94,2487.180638684425,2498.888972017914
14255769,44,95,2500.1875831289217,2511.7223053518683
14255769,44,96,2513.2014604443684,2519.4167382232845
14255769,44,96,2519.4236826677807,2524.4375715572387
14282584,43,93,2474.166761370376,2486.1250831289217
14282584,43,94,2487.180638684425,2498.888972017914
14282584,44,95,2500.1875831289217,2511.7223053518683
14282584,44,96,2513.2014604443684,2519.4167382232845
14282584,44,96,2519.4236826677807,2524.4375715572387
14285398,43,93,2474.166761370376,2486.1250831289217
14285398,43,94,2487.180638684425,2498.888972017914
14285398,44,95,2500.1875831289217,2511.7223053518683
14285398,44,96,2513.2014604443684,2519.4167382232845
14285398,44,96,2519.4236826677807,2524.4375715572387
