TIC,n_flares,n_primary,n_secondary,first_flare_btjd,last_flare_btjd,n_observed_sectors,has_gap_fallback_sector,exposure_days,obs_start_btjd,obs_end_btjd,flare_rate_per_day
35159964,1,1,0,2503.395547665777,2503.395547665777,1,False,22.763888891320676,2500.1875831289217,2524.4375715572387,0.04392922513258602
35160087,4,4,0,2477.532500344955,2521.217209560538,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.0861501859946753
35200229,3,3,0,2492.117011297535,2510.011174214628,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.06461263949600649
35200371,4,4,0,2484.195550229878,2501.859326829769,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.0861501859946753
35200790,7,6,1,2466.762059883657,2513.737721038976,2,False,47.30554397962942,2447.687606282532,2524.4375715572387,0.14797419945142837
35204126,1,1,0,2480.491049182302,2480.491049182302,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.042253541791656524
35204831,2,2,0,2452.2204069945037,2504.0886339348344,2,False,47.30554397962942,2447.687606282532,2524.4375715572387,0.0422783427004081
35204978,8,8,0,2448.5811672495424,2492.8087355753323,2,False,48.20831018034323,2447.687606282532,2498.888972017914,0.16594649283645646
35205052,5,5,0,2483.4121597689555,2516.6309331684524,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.10768773249334414
35205082,2,2,0,2494.643591200881,2505.352607767899,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.04307509299733765
35205316,2,2,0,2467.81358839912,2496.553450427863,2,False,48.20831018034323,2447.687606282532,2498.888972017914,0.041486623209114115
35205354,1,1,0,2489.076518228875,2489.076518228875,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.042253541791656524
35205530,2,2,0,2466.6190451970774,2521.249173089067,2,False,47.30554397962942,2447.687606282532,2524.4375715572387,0.0422783427004081
35205613,3,3,0,2484.1678052699563,2522.7644965903546,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.06461263949600649
35205768,1,1,0,2521.0311049729653,2521.0311049729653,1,False,22.763888891320676,2500.1875831289217,2524.4375715572387,0.04392922513258602
35205926,2,2,0,2454.0497523117488,2517.317075524702,2,False,47.30554397962942,2447.687606282532,2524.4375715572387,0.0422783427004081
35206374,7,7,0,2452.5829342202246,2515.862837672737,3,False,70.97219907166391,2447.687606282532,2524.4375715572387,0.09863016915865572
35206455,4,4,0,2487.359675226221,2509.3916893235496,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.0861501859946753
35602999,3,3,0,3007.220825009432,3039.6359010091337,2,False,50.98840278340549,2988.435048438143,3040.8979882597923,0.05883690871321762
